FacilityNumber_receiving,FIPS_1,POPULATION_2020
1007923,19167070601,2547
1007802,,
1006949,53033009300,3611
1007081,,
1008023,39073965300,3851
37162,36103122801,5894
1007014,34039035300,6062
1007365,29049960300,4228
1001583,25023504101,5618
1201754,48357950300,3515
1007950,48183010201,4069
1007805,17031804202,7793
33973,17031829700,3344
1007848,31047968500,5549
1007763,34041031602,2444
1007008,37021002203,6661
1007615,01097006103,4800
24663,18113972400,4769
1007048,39063001000,6413
1007618,42011010500,6658
1007379,51067020901,3226
1007422,38077970800,2140
1007529,42095017000,2122
1007189,41005022108,3168
1009960,15003005900,2994
1009759,18003001300,1972
1007631,39167020300,3623
1007893,25017342402,3664
1006976,17143004600,5052
1007564,31153010701,2559
1007061,19031450200,3671
1007332,19103010200,4882
13343,19113002600,2612
1007295,19113010700,6787
1007258,19113010700,6787
1007052,17119400600,2378
1006969,20209980000,0
1008043,28149950800,3811
1007373,33007950500,3218
1007575,,
1007990,50009950100,1693
1007896,13087970302,4237
1007004,08035014208,1509
19368,42089300308,2882
1007601,21091960200,3732
1006979,55079018000,2726
1007594,29137960100,3539
23023,17031808100,4010
1007385,39133600800,3235
1007655,39153532701,8077
1007253,34003021101,4437
1007088,39059977300,3252
1007023,15003980300,16
1010244,06019008501,3880
1007844,55139002002,4204
1007812,,
29704,19163012901,5596
1007478,53053071803,6098
1007548,06061021044,5765
1007249,13113140210,7628
1007288,13113140404,6969
30258,32001950302,5526
1007025,06077005502,2312
1007781,26081014505,5089
23694,37063001801,8293
1008049,37063002009,4800
1007033,05007020305,4068
1007007,37151030100,5043
1008156,34027041606,3913
1200076,01071950601,3109
1007111,42129807600,2370
1007284,39167020800,3512
1007003,26039960200,3277
1006996,53033009300,3611
1007803,55139001600,4154
1007353,39143962000,6306
1007073,45063021111,2449
1007658,36029009602,5310
1008462,36063022901,2256
1009819,21111005902,2875
1206615,48157672401,2424
12777,06071000115,9722
1206332,41051980000,55
1203335,13151070318,2840
34036,55073000100,3118
1009832,37119004400,4500
1206356,27093560200,5164
1010812,48051970300,4178
1204084,48005000902,3731
24999,39061020403,5994
1205231,26075000200,2628
1200220,06037553801,4021
1206832,,
1204951,42107000300,5295
1206842,,
1207054,01095030801,5137
1205576,40143001300,2172
1200839,27053026912,8711
1200829,27053126300,2679
1206844,36025970502,1791
1201132,36025971400,2764
1206776,36105952000,2413
11558,36071001500,5514
1206841,36071011801,4802
1205884,36025970501,2165
1205791,36105951801,3008
1205344,36017970902,2111
1206845,36025970300,2288
1206846,36105950702,2217
1201712,48201543201,5709
1203610,48201250102,5569
1201700,48201311400,1546
1201666,48339693901,4169
1204382,55003950800,3348
1204601,35041000402,3464
1009709,51183870201,3262
1204207,01005950100,3126
1202288,13285960600,5335
1204029,39153504100,929
5304,48245011304,3779
1008369,22127960100,3521
1202859,17031770400,4375
11802,09009142601,5890
1200965,38081974000,1513
1200449,17031820204,4434
1202651,42077009602,5360
7513,29021003001,2961
1202275,34027046109,3312
1201956,54035963400,3802
1202686,55079120502,5350
1202980,22033003000,4798
1202151,39061023001,4939
1200741,26007000400,2925
13623,25017351500,2464
1009298,36029000110,2673
16490,,
1202477,55141011000,5695
1202739,29189218012,4955
1202119,16031950400,4295
1202918,32007951401,4377
1010231,35045000507,2653
1204475,08041000302,4360
1205010,45079010200,6066
1200327,12057003800,1025
1008356,48479001726,4990
1205536,29095015100,5935
1009051,,
1001221,37063002038,5724
1201151,36029013701,6368
1201267,39043041900,4625
1201644,47043060300,6945
1008471,39173021800,5592
1200874,29510126700,1074
1200800,27139081302,5967
1200835,27129790500,3086
1201133,36103112204,3287
1201899,55043960700,4130
1201605,47143975200,6530
1200641,21099970400,5061
1201552,45045002001,2898
1010016,32003005437,5060
1201336,,
1201554,45045003706,3683
1201568,45077010502,3482
11306,45045002303,1845
1200293,10003003002,3060
1010409,48201320800,5023
1200123,05055480100,2929
1201205,39049008210,2321
1200488,17031804513,4065
1200887,28001000700,1703
1009073,48201324102,0
1010098,39085204800,5424
1010301,,
1008552,13313000401,6679
1008746,,
1009157,22033000300,1424
1010590,04019004118,5274
1010659,47093005401,3660
1008581,39151710500,4193
31076,53061053509,4164
1009643,26081013500,4950
1009438,48139060702,5837
1009631,48349971000,3561
1010589,48439113005,2387
1008540,48139060802,8744
1009692,47001020100,3164
1010360,51550020805,6033
17438,34039035400,2892
1008282,39035195700,4566
1008913,38089963400,5613
1208300,49035114500,7487
1009348,20161000900,5130
1009835,55131450106,6144
1009233,,
1009653,48201211502,2799
1009288,,
29615,42003130600,2892
1009475,09001045101,4094
1009461,37193960102,3437
1010000,37193960102,3437
1009472,37193960102,3437
1010768,37193960102,3437
1010713,37193961100,4157
1008938,37193961201,3567
1009455,37193960102,3437
1009494,37193960102,3437
1008590,37193960102,3437
1010493,37193960102,3437
1008884,37193961100,4157
31956,37193960102,3437
1010171,37193960300,5978
1008870,37193960102,3437
1008524,37193961100,4157
1009487,37193960102,3437
1009454,37193960402,3639
1008974,37193961100,4157
1207724,27123980000,0
1008461,01073012104,2806
1010625,13095011600,1814
1010369,13315960400,2268
1009584,53053073118,4802
1010603,42029304101,4518
1008176,01097006903,3367
1009673,01097006802,3112
1008918,05003960500,2447
1009139,12011050206,4261
1010683,37181960800,1898
1008588,,
1009186,39035195700,4566
1009573,26125159000,4287
1009660,28045030606,1991
1010676,49035113415,5951
1008249,17031240500,2610
1010577,27123040801,3587
1008291,17001000100,4644
1008661,06071001810,4561
1009070,22033003810,2863
29379,01073013901,1565
1008606,05045030900,3908
1207256,19061010201,6666
1008985,36007014301,5382
1010580,,
1009234,05015950502,5246
3985,47145980100,0
1408930,42133001400,4262
1009943,12095018800,4676
1010425,37111970102,3264
1010684,48201231900,6633
1010093,26125136800,6298
1008233,37065021200,4969
1009782,29097011501,5442
1009238,55025011302,3035
1201487,42107002200,2669
1009385,37067003315,3729
1010445,13039010302,4791
1009743,48143950204,2707
1009180,53033031202,6718
29670,06071009134,862
1010537,12057013001,4065
1010506,01021060401,5749
1008546,06037920314,3142
1009781,29019001503,4339
3492,29510109700,1644
26797,06085504601,1031
1008324,55131400102,3691
1009850,49035114500,7487
1009340,34023005601,2946
1008379,08031003501,3238
1008639,37119004500,3121
1008313,06065041415,4530
1009833,55131420107,3412
1008387,08001008535,4389
1008509,47149040104,5786
1009876,28081950102,3435
1010189,28159950400,3346
1009874,12011030803,4900
1009063,39035172105,3378
10906,04019004639,5243
1010254,06037242100,2497
1010048,25025981202,6
1010386,17167003604,5750
1009548,17157951100,3358
1010070,06037293205,3873
1008573,20173009515,6247
1008566,37119005866,4190
1008251,06037910404,4370
1010195,48113010003,3254
1200401,19035080400,2060
1008594,36089490800,3393
1009114,25017325102,4469
1009464,42013011202,2424
1008621,45019004300,2144
1008779,20001952700,2009
1010696,28081950502,3562
1009382,55017010500,5854
34193,17143005100,2651
1010666,53053940011,4308
1009766,22109001303,2722
22504,13073030505,8535
1008292,29051020198,7347
15931,17031610300,5410
1010606,18141002700,1592
1008948,17031839100,8234
1009424,28109950701,4823
1008559,48113010500,3201
1009109,09007630101,4185
1009409,,
1010365,46023940200,3366
1008431,12005000900,3948
1009331,01097007000,4621
9692,48201343601,11
1009626,48201343700,3860
1009587,,
30704,48201540102,5296
27508,48201330802,9471
1009248,34017012700,6009
1313,13081010500,1321
1009135,04013111800,4964
1008487,39131952200,5324
1008222,39061020701,7107
1008545,39119911400,3498
1010750,40101000400,1604
1010546,22051024202,4756
1008993,22109001303,2722
1009389,06085501901,2918
1009339,,
1010240,29105960500,5627
1010811,37119005865,2248
1010758,47179060501,4718
1010261,08015000200,4854
1010282,48201311701,3506
1008648,12081000902,5499
1008898,41039002301,4372
1008992,19113010500,3810
1010669,13297110200,5725
1010408,12083001302,6555
1010346,36015010800,3513
1010264,01069041400,3311
12334,42091200707,4347
1009843,27053026027,4267
1008358,48029162003,5991
1010052,36055008702,1500
1008209,01073004502,3423
1010348,18171951002,1930
1009434,18167001300,2423
1008844,34011040601,3094
16333,18069962000,4104
1008923,39101000200,2958
1009690,25021421200,5995
1009742,19193003200,4829
1008512,42081010700,6247
3282,42081000900,2301
1010205,42073011100,3961
8793,42097082100,2374
1010556,24005407002,5532
1009069,08005005551,3171
1009162,20061000100,2103
1206707,,
1009656,18107957100,4925
1010152,06085512602,3531
1009203,48085032015,2380
1010471,48113002500,5701
1009433,55079018000,2726
1008596,42003191500,2005
1010489,42007603600,2168
1008274,42003450800,2526
1008610,17197883211,6584
1009955,01015001202,4304
1009678,42019902400,2002
1009164,55079160203,6654
1010736,49003960100,3498
1010690,49003960500,5311
1009137,48061010603,4691
1008836,13015961001,5331
1010660,01097005800,4554
1010220,33015107500,4878
1008653,17197880124,3940
1009184,28087000700,4489
35072,17031804603,5651
5136,39035196100,2435
1181,,
1009394,33001966403,3957
1010154,04013112514,5044
1010383,20173006600,2521
1201781,48367140102,4623
1008340,48201212500,3792
1009418,37067003202,4244
1010433,41005021802,4347
9818,40143007801,3187
1010693,48201521800,5258
1009586,51650010200,1395
1009916,39099814100,2303
1008847,21141960300,5797
1010181,06009000221,5691
36759,40097040300,4180
1010384,20173006600,2521
1010722,29035960100,3256
1010718,42071010102,3792
1008969,42095015700,2820
1010564,34005701203,2142
1010792,24005430400,4398
1008226,42133020524,4439
1008575,,
22610,26163585500,1822
1009190,18141011505,3931
1008285,37183053009,9254
1010605,48135003004,5478
24290,26121004200,4052
9002,29510126700,1074
1009229,54025950600,4806
1008201,18141002700,1592
1009658,32013010502,3665
1008550,40097040100,4486
1008863,48111950300,5650
23908,48303010513,2309
1008709,48189950900,2675
1010224,55025001102,4556
1010656,51143010302,2658
1010586,36103145904,4579
1009757,54081001002,2789
1010041,42091208801,1512
1009730,42133021100,4970
1010810,42133023500,5160
1009987,47065010431,7568
1201780,48367140101,4503
1010081,09003415500,3094
1008615,01013953300,1712
1008831,38057961800,2778
1010318,39085200600,3345
25599,42121200700,1944
1009846,39023000400,2194
1009704,39165032006,4072
8309,39113050301,3407
1010665,39113050107,3384
1009740,39061023001,4939
1008314,06065041004,4475
1010108,42019911502,4333
1008755,34015500500,4917
1010638,48469001601,6410
1009611,26125167000,5534
14626,21111009103,1646
1009599,32003003626,4267
1202171,06037430301,4406
1010686,10003014909,6186
1008960,48201341204,3843
1008866,06037409000,7033
1009226,06037403326,2606
1009707,37111970200,4993
1408907,48201343700,3860
1009986,48015760201,2078
1008598,17031561100,5581
1009017,39133601400,4269
1010020,05093010700,3652
1010186,27073180100,2237
1009209,18167000700,1942
23332,13127000800,3654
1009420,18097342000,6690
1010716,53063013700,4026
1008298,06059110607,4537
1010706,55105001202,6280
1009012,48439104502,2873
1010095,42091204101,4493
1010260,34029715001,10354
1008908,12099005102,6613
1009967,06065045000,3054
1009816,22017024104,6860
1009734,54035963400,3802
1010288,45051080200,5175
1010190,41019130002,3055
1009551,06037402903,4324
29367,39093010400,4081
1200998,31001966100,1854
1010328,53067012530,4648
1009019,49035111500,2529
1008208,55079012400,2478
1008881,20009971700,2665
1010439,12121970601,2959
19426,53063012200,2474
1008965,56005000103,2126
1009130,39049009757,4669
1008459,51165010100,3250
1009872,51165010200,3611
1010206,48201531400,2017
1010156,49035115211,7033
1008556,39095005705,2000
1010139,42021011500,4236
22956,39049001901,4059
1010423,18151971600,4400
1009411,22073000600,3420
1010494,12031013200,1755
1010549,47065001900,4329
1008482,34007601800,1102
1008547,47089070701,4422
1009198,,
4419,45015020405,3447
1008440,29510109600,2496
1009369,17167000202,3330
1008647,27053027602,5341
1009895,53073000501,5393
1010349,06059074403,5389
1008662,48201510902,3867
1010299,36063020300,2288
1010517,36013036401,2628
24479,17043840000,2835
1009672,26163586300,2056
1010298,12127080101,4546
1008981,27009021201,6828
34869,39113004300,1959
1009978,41057960700,2780
1010808,04025000617,3168
1008625,13267950100,3220
30695,06085503601,2993
24075,55009020502,5425
1008579,45063020904,2974
34920,13051980000,0
1009173,28077960100,3830
1200669,22011960200,5084
37414,22049970200,3396
1009406,22069000200,2964
1010745,,
1008231,13095000900,2145
1009912,48111950300,5650
30602,48025950300,5135
1009189,18033020200,4346
1200130,05037950100,1058
1008577,26145012100,3955
1008858,26033970800,5074
1010452,12125960201,2257
1008987,06037554511,4013
1009361,06059088101,2252
1009524,10005050104,5031
1008924,47093002800,5449
1009962,41051007202,3727
1010720,37071030302,2587
1010307,40137001100,5011
1010234,55021970500,4334
1009144,55141011100,3536
1010779,18097356400,3746
1009561,55097960200,4758
1010290,47037017300,3287
1009801,21067003704,7431
1008247,48201413302,3209
1008824,29095015100,5935
1008886,29007950400,2720
1009307,48187210710,3901
1009360,48201222702,3532
1010771,17031839100,8234
1010477,09009170900,2705
1009668,12101031203,2831
1010333,40017300702,5034
1009906,36013035600,3443
1010428,18003011100,2736
1008319,12115001101,4154
1010125,36065020802,4637
1207722,29027070500,4900
1008634,06001451104,7028
1010088,05091020600,2100
1008315,27003051101,5254
1009419,21111012606,3818
1010775,,
1010304,,
1008321,06099002604,4917
7284,47163040200,2558
1008254,47095960100,4872
1010127,45083022411,4012
1008417,42015950700,4426
1010326,42003526101,7410
1009246,29229490300,5209
1009056,48331950100,2258
1010110,48027020701,1438
1008364,17031803012,2234
1009020,,
1010465,48361021300,6081
1008599,18169102800,3463
1008857,18169102800,3463
1009821,18169102500,4204
1008172,18169102800,3463
1009648,18169102500,4204
1009384,36065021104,4114
1010415,17023060300,4850
1009138,28055950100,1338
1009714,31055007508,2735
1008929,31053963600,4738
1010291,31053964400,3210
1009984,31053963800,5298
1008928,31053963600,4738
1009291,19155031200,3282
1010652,31053963600,4738
1009549,31141965301,3100
1009280,31109010100,7176
1009263,31155968200,5282
1009292,31153010106,4394
1009290,31055007440,2409
1008649,31027977200,3922
1008532,31185969600,2695
1009670,31055007504,3575
1010724,31053963600,4738
1010575,31023967800,1993
1010731,31055007439,4675
1010733,19155031300,3058
1008927,31053964300,4960
1009187,19129040302,3337
1009459,31141965302,5493
1010159,31039972800,4349
1008820,31053963800,5298
1009293,31055002900,5582
1008406,31141965600,4531
1008966,06073020017,3187
1009237,42101038100,753
6167,42101037800,2389
1010490,51800075404,1160
14707,46135966302,6791
1008797,45083021302,2627
1008374,05119003208,4497
1208370,32003005877,7499
1008362,32031003111,2357
1009583,50023954000,4262
1010417,42061950100,1752
1010793,32023960412,4109
1009600,32003005112,3048
1002670,09003415500,3094
1009557,27143170198,4271
1010543,18083955100,2814
1010378,26125154100,2761
14182,09003515102,6054
1010001,47189030904,4295
1005302,48215020907,3178
1008578,45033970302,2373
1009758,17143003800,3050
1010164,39007000300,2093
1009328,20031966200,2854
1010763,47145030700,4087
1009992,47145030700,4087
1008585,47145030700,4087
1010726,47145030700,4087
1008586,47145030700,4087
1008570,47145030700,4087
1010725,47145030700,4087
1008616,47145030700,4087
1009429,47145030700,4087
1010468,47145030700,4087
1009151,47145030700,4087
1201297,39057240600,5186
1010362,13067030245,3351
1010247,01073012004,5670
1009060,39035184104,1887
1201038,33011014101,3825
1009589,,
1010737,37119005860,4157
7997,37111970904,3063
1010576,,
1009308,22017022400,3203
1009579,48481740100,5678
1008859,26125981500,94
1008342,48201521900,6596
1008983,34025802900,1949
1010513,47079969800,2343
1009767,47015960300,3478
1010760,47003950600,7814
1009849,47003950401,6422
1008949,47003950402,7909
1010175,47003950700,3045
25326,39035104800,1620
1009794,55081950800,4385
1010474,48181001103,4689
1009152,47165020501,9087
1008188,28059041800,2473
1009795,34007603501,6669
1009814,39035117900,2169
1009182,18039000302,6365
1010053,39035111202,1120
1009596,55027960200,3006
1008939,37135010804,1930
1010350,51550020910,1548
1008391,06037541603,2748
1010196,53033029702,3226
1010084,17195000600,4012
1202190,17195000600,4012
1009803,17161020103,934
1009675,27163071400,8101
1010173,26047970202,2997
1009110,50007002104,3778
1009488,17197883211,6584
1010142,36055006800,2730
1008652,17077010800,3345
1008799,49035112504,2995
1010198,29031880402,2500
1008815,26099241900,4879
18477,40145030601,5349
1008771,,
24687,42019910900,5133
9044,42125742200,1705
32103,42121200600,4775
1009021,01069041400,3311
1009705,40089098700,3921
1009923,17031820901,5582
1008212,42133020802,4754
1010109,42085032701,4340
14728,37123960301,1629
34562,06037980035,623
1008447,21015070502,4327
1010106,29071800302,4714
1009677,26115833200,4103
1009346,01059973000,6028
1010023,13103030309,3869
1200917,37045950500,3707
1008747,06113010203,5722
1009977,18075963100,4306
1010612,27053126102,6867
1008953,41029001401,5595
1008781,28043950201,1922
24100,29510127600,3444
1009623,31109003402,6698
1008490,21239050103,3635
1009720,21167960300,3891
1010087,48223950800,3006
1010037,37155960502,5701
1010232,54033031900,2335
1010276,06037401706,4522
1010685,12031014413,5440
1010073,39061027700,4110
1009601,09009171000,2045
1008759,12011080102,4299
1009247,49057201900,1284
1010735,06065045610,4124
1009277,39125960300,4049
1010527,12095015202,6058
1009379,18091042000,2548
1201186,39151702300,3586
1008359,06067007110,4272
1009482,30111000800,4418
1009636,48201233502,3346
1008346,40111000902,4300
1010039,48049950600,2585
1009508,20055960403,2619
21630,28111950101,4511
1010310,28035010700,1979
1010014,42031160500,3715
1009866,53053940002,4327
1009934,12097041600,4351
1010169,08085966100,2178
1010091,08085966100,2178
1009998,42087960900,2372
1008240,01033021000,3678
1010320,25027739102,5232
1200105,05071951900,3343
1009004,21107970302,5226
1008204,37119980200,6
1009023,18043071007,5195
1010123,06037503902,4663
1009700,26163985300,220
1008442,55067960700,4228
1010607,39035192900,1897
1208192,39083007600,4775
1009666,29069360200,2568
1009546,05093011400,2203
35423,37045950601,4019
1009976,34007600400,2910
1009372,13313001200,7643
1009423,19157370500,3093
1010397,21081920201,2947
1010461,21111009103,1646
1009823,55087012903,3455
1010634,55087940000,4579
1008895,55087013100,5937
1009633,55087012903,3455
1010115,55087940000,4579
1010150,55087012903,3455
1009168,55087013300,9247
1009470,55087940000,4579
1010270,55087012300,1616
1010396,55087013100,5937
1204846,55087012903,3455
1009323,46103011300,6707
1009008,37009970400,4360
1009103,19035080101,2983
1009552,55071010400,6083
1009644,55009010100,6506
1010268,55071010200,5721
1009333,55071000700,6037
1010090,55071000700,6037
1008899,55083101302,4370
1008612,55009021600,6441
1010262,55115101000,3674
1010321,55009021600,6441
1008872,55083100800,2559
1010199,55087013100,5937
1009713,55087013100,5937
1009558,55083100700,2803
1010292,55083101302,4370
1010455,55009940003,3715
1009206,55083101302,4370
1010764,55083101200,4204
1009965,55083101302,4370
1008744,17109010100,3454
1008809,17197883904,4365
1009591,36049950302,4100
1008622,36045060700,4204
1009522,36045062100,3818
1009296,36045060901,3067
1009717,36049950401,2536
1008869,36045061801,3531
1009241,36049950301,3429
1009975,36045061802,3406
1009765,36045061802,3406
1009213,36045060203,2419
1008351,36045062400,4630
1009768,36049950200,4506
35248,36045060203,2419
1008871,36049950301,3429
1010184,36049950401,2536
1008856,36049950301,3429
1010410,36049950301,3429
1010469,36045060402,2382
1008350,36049950302,4100
1008535,36045060203,2419
1009649,36049950200,4506
1008525,36045061700,2117
1009620,36045062400,4630
1201122,36045060203,2419
1008900,36045061802,3406
1010405,36045060101,2030
1009466,36045060500,5514
1010193,36049950200,4506
1010767,36049950500,2358
1008868,36045061802,3406
1009132,36045060500,5514
1009531,36045061801,3531
1009499,36045061801,3531
1009155,36045060401,3896
1009610,36045060203,2419
1008996,36045061801,3531
1010086,31053963700,2599
1009216,31079000900,5296
1008926,31079000800,3164
1008956,31079001300,2904
1010451,06047000901,3512
1010077,19029190500,2898
276,24001001900,2514
1010317,51067020702,2368
1009230,49011127002,8272
1009303,37119003701,1978
1008218,45083022411,4012
1010363,47179061500,7461
1208298,19153010500,6297
1010654,24023000400,2951
1010241,26129950500,4609
1010574,37119005845,5926
1008409,28133950100,6504
1008757,08001008706,5572
1009902,21111005000,1754
1010324,06071000504,5414
10124,39035184104,1887
1008368,36013037500,4853
1010787,55025002500,2409
1009158,18167001300,2423
1009542,55079000201,5272
1010283,17031242800,1507
29202,19073080100,1754
1010674,19183960300,3473
1009907,19011960200,3184
1010721,19183960200,4867
1009556,19099040900,2967
1008990,29215480402,2066
1009736,26149040200,1909
3706,28059042700,865
1008539,26099267600,1487
1008413,24510250500,5142
9549,34023007804,5489
11117,39095004701,2974
1010622,24015030908,6239
1008775,10005051502,3228
1010709,19113003004,4052
1010163,36061001502,10378
1008841,09005360200,7720
1009161,12011050204,6006
1008205,06029006304,4022
1009258,38057961600,2427
1009294,29095014400,2951
1010566,,
1008520,10003011800,4927
1008827,36029014101,6404
1009921,45007011204,4588
22355,19153005300,2633
1009507,17197883211,6584
1008796,25005642500,4744
1009893,35013000500,2510
1009969,37097060400,4042
1008793,37097061102,3329
1010114,37001020902,3887
1008790,37035011300,7488
1010401,34007605700,3538
1201057,34025802000,3656
1009463,27123036900,2392
1010042,39035152502,2577
1010531,12057003800,1025
1009706,39085206300,4777
1008458,22021000200,2790
1007027,22073010402,5852
12056,17031251000,1075
1009042,45029970401,4294
1009492,01049961400,4216
1010129,13313001200,7643
1009306,36119014000,2302
1010012,33011000103,5418
1008984,04013422301,6454
1008392,28007060500,3926
1010256,13213010203,3611
1009563,,
1009938,36121970202,3700
1010392,,
1008932,25005644200,7272
1008651,36067000100,1049
1008916,36117020700,3433
4076,36029008300,2491
1201148,36063022601,2194
1009569,36029014208,7058
1009223,36029013201,6236
1008917,36123150200,5791
1010813,36029014901,2604
1009662,47187050211,6641
1009236,48201233300,4468
1009625,16001002100,2070
5308,41067032003,4239
1206642,16001002231,2694
14113,31019969700,6625
1009495,16001000101,1577
1008565,25027737300,6690
1008734,48309002503,5587
1010528,12057005101,3777
1200487,17125956700,1650
1010204,39061026300,1070
1008887,29031880402,2500
1008203,17197881601,1979
1008289,39099802702,2818
1010610,21227011100,7759
1008631,26163586300,2056
1009800,21067003908,6983
1008221,06071002112,3347
1010545,20149000200,5991
1010060,01095031100,5066
1010297,28087001000,2218
20160,06037294620,4034
25859,05031000401,6540
35031,48113016902,7363
1200597,18167010702,6001
1009786,48309002100,5275
1010588,01121011900,2711
1009861,48231961300,7047
1010233,34013009600,5577
1010230,12129010207,4915
1010339,55011960500,3195
1009179,06099002006,4765
1008891,17031828000,5411
1010623,42051262900,4669
1008587,26163589300,3609
1008229,39091004400,5542
1009859,50017959400,4774
1008914,,
1008925,,
1009388,55117010700,9192
1009721,34021003400,2810
1008962,28121020703,1935
1010302,06029004101,5727
1008450,06107001501,5257
1010236,18039002400,4299
1010011,01109189003,3946
1010708,27053026811,6398
1009598,55109120700,4766
1009964,30083070400,2915
1010761,41051007202,3727
1009703,47065001900,4329
1010689,17043844401,4075
4652,55079018000,2726
1009930,47037012802,4148
1008455,39035120801,2090
1010751,42095011300,4256
1008897,42085032200,2788
1009071,39099811200,2393
1008496,39099812604,4884
28456,36075021504,2635
1009627,06001405000,3313
1009617,27155460100,2043
1009279,27167950100,3080
1008365,06037430801,6778
1009942,37035011102,7367
1008967,25023524101,3381
1010015,29095014111,4054
1202790,17089853100,2793
1008390,45091061205,4458
1008892,37083931000,3059
1009030,06037573402,6827
1200931,37033930300,3787
1008211,48157674100,6732
1201807,49047968404,3601
1010429,49035100100,2987
1008567,06077004108,8480
1008293,50005957700,2920
1008336,24027601104,6605
1009547,17145030300,2061
1010498,06037920118,5931
1008472,01007010005,4204
1009989,37159051303,5892
1008787,,
1008237,39007000400,1681
1009194,37119005200,2419
1008589,37131920302,1644
1009212,,
1009085,42091207004,4659
1010774,18089011400,1223
1009252,06013315000,3434
5481,18081611000,3682
1009646,55087010501,2505
1009028,37097061202,5086
1010738,39035110901,2495
1008537,13127000900,3746
1010252,12063210400,3710
1009564,22019002900,2179
1010514,17197882802,3018
1009798,39113001501,4179
1008284,48439111318,5282
1010442,42133020321,3491
1009806,18089010304,3048
1009924,06103001000,7139
1008196,06103000400,5598
1008543,36029014502,2328
1009783,29095000300,2087
1008911,37183052101,8750
1010258,41009970900,5221
1009619,55027960100,6240
1010094,,
1009941,25023501101,3516
1010678,40147000601,5173
1008968,45035010302,3433
1009239,05145070502,2580
11146,49021110300,4527
1008823,06037408402,6070
1010604,42003411001,4004
1008982,48423002004,2689
1200355,13215002700,2632
1008919,34023000401,3839
1009807,42111020900,5719
1010063,39035172202,4483
1010178,49011125804,6480
1206618,17043846702,3872
1009966,12099007833,5706
1010529,12099002200,2726
1010300,28087001000,2218
1008276,42003459201,7344
1008855,51147930202,3275
1010581,42013100700,2366
6771,45047970102,4506
24363,48375011000,2190
1008245,06071002709,3986
1010089,51111930100,5432
1009689,51111930100,5432
1009722,51111930100,5432
1009410,41051004104,3080
1008361,29027070400,5720
1009431,19049050300,4630
1003759,19049050400,3284
1009174,01053969900,4399
1009231,12013010100,2497
1010055,12073002303,4214
1008774,12039020104,3478
1009123,06001438203,4200
1009940,36071010400,4208
1208067,21151011202,4039
1009824,13313001200,7643
1010329,13129970500,4751
1203712,47009010200,7589
1009853,13115000800,4906
1009634,21141960300,5797
1008922,01047956101,3889
1009072,26067030401,3647
22495,17177000800,3134
1010515,25001013900,4890
1008527,04017963300,5090
1010248,,
22726,18003001600,2021
1009592,31119961300,4776
20268,26121003100,5046
1009441,01097006103,4800
1009585,16067970400,4738
1008846,39035188107,2493
1010332,40109980007,192
1008305,31119961100,1850
1009510,40119011101,5507
1008601,48453036000,1994
1010457,54011000900,1509
1008410,48449950302,4066
1010151,47147080500,5030
1010340,17031811701,3455
1009375,17089852803,4992
1009659,34029720205,3903
1009039,36001014201,5959
1009533,45085001903,4294
1009873,27105105100,2728
1010609,25013812300,6133
1009027,39167021000,3669
9764,12019031301,1563
1009465,,
1009398,39035122200,1722
1010380,39103417300,4595
1008853,13115000100,4579
1009886,39035179102,2980
1009884,55063000900,3870
1010374,12103025311,4071
1010343,12017450305,3107
1006711,12031017400,2825
1009421,39153532502,3195
1010462,41051007300,1781
1010076,33007950100,1907
1008183,53061052105,1977
32806,37119000900,1853
17032,42125751200,3193
1010364,48481740100,5678
1009520,47125101501,3389
1009741,47081950201,3493
1009898,,
1010034,,
1010741,08035014131,6142
1008424,08031003501,3238
1009378,,
1010145,26099226400,2664
1010295,18097357200,3153
1010814,18097340904,5235
1009449,26091061900,4582
1008236,39051040500,4856
1010670,19179960900,3225
1009523,20051073000,3279
1008814,26081014605,6622
1008801,42011010202,5209
1008752,25025030302,1844
1009275,31001966000,4642
28856,09003417100,1857
1009166,39007000101,4653
1009400,18145710100,3678
1008840,20041084200,2390
24659,39139001600,1712
1010755,18183050500,4940
1207536,01089002923,3578
1010118,26041970400,5658
1009141,26095960100,3265
1207404,48113009900,6273
1205891,12011010407,6285
1207460,01117030220,5827
1207215,39063000302,7013
5711,21059000500,1938
1205435,13257970202,3843
1206718,40121486400,2473
1204948,20173007208,6062
1205936,48439100202,5428
1205253,48061010304,4817
1205633,04013421304,3343
1206346,06037402301,5444
1203689,47157980200,11
1206072,21049020600,4924
1205056,39161020400,2841
1205225,53025011101,4188
1205949,53025010401,3241
1205312,16027021801,4225
1202808,18127980001,22
1204269,41051004300,1176
1206114,41067032612,2811
1205372,17031081300,5540
1206591,28101050301,3588
1205609,36065026100,2542
1206553,36103135102,4359
1201149,36103123204,5845
1206485,08001008901,2478
1205079,53033022703,2655
1205720,40019892100,2712
1206962,47179060901,2859
1203571,48039664200,2222
1204062,55027960300,8155
1202550,06079013100,5566
1202836,48439105009,7205
1202903,17115003100,1741
1009325,,
1010035,17091012000,4927
1009945,,
1204263,39013011000,4770
1203852,12086001705,2109
1204130,34003021101,4437
1204206,39035138107,1997
1203680,42101017900,6152
1203400,10003002800,2378
1203679,42101017900,6152
1204489,25027703100,4515
1204118,48251130416,3988
1204576,36025970402,3707
1200675,22077952400,4332
1202455,34007601800,1102
10820,20009971100,3716
29663,20009971801,4796
