FacilityNumber_receiving,FIPS_1,POPULATION_2020
1204472,49049001504,4632
6722,18071968100,4348
1008502,17005951300,6883
1010107,37067001400,3883
1200240,06041124200,5873
1202408,06073010015,4582
30938,48113009900,6273
1008931,29179380100,2659
1202438,48113020500,5259
1009479,48085031704,3625
1202390,34019011100,5777
27533,13093970300,5231
1202906,48291701400,6912
1202418,26017286300,3503
33828,39103408101,3625
1010209,25009254402,7992
1010662,55079021700,6241
1010740,55079013700,1459
1202869,48201533402,6233
1202179,19155030200,3494
1009615,36055008702,1500
1009613,36013036000,4152
1009616,36037951100,5378
1008571,36063024303,5743
1009614,36055012401,3003
1202767,55003950800,3348
1202911,55085970800,2389
1202776,36029004200,3689
1008506,29207470600,5118
1202925,18003010604,2768
1202871,36029014603,4753
1008385,,
1200183,06019007600,4594
1200699,25009253204,6379
1008295,47095960100,4872
1200441,17007010400,6912
1201708,48201321200,4512
1205911,45015020707,7411
1010373,28075000600,1492
1200164,06059011602,6248
1010791,09001090200,8152
1009468,42033330200,3304
1009327,06073020025,5021
1010284,06037920314,3142
1010058,,
1413374,18097353300,2717
1009729,42125795900,4233
1201395,42005950100,4712
1201481,42065951000,4397
1201468,42033331300,4325
1201795,49005001202,7230
1201796,49005001202,7230
1010482,22045031000,3009
1008428,26093742403,5485
1200113,05051011702,1206
1200377,13297110200,5725
1010496,39081011401,3958
1009006,36043010201,3258
1201943,,
1200779,26103000600,2492
1200531,17085020500,2995
1010026,39109300100,4751
1200344,13171970100,7180
1200886,28075010502,3158
1201961,54061010700,3682
1200882,28073020205,4575
1009651,28127950302,3247
1201429,42007605300,2998
1200712,24510250500,5142
1201606,47045964402,2324
1008507,42069101300,2714
1200465,17031292500,4057
1200830,27053104002,4309
1008789,12057012211,2002
1201389,42045410700,5124
1201303,40093955100,3067
1010344,39169001300,3989
1201433,42075003200,5402
1010411,39137030301,3592
1201172,39045032602,3562
1008405,13103030205,3517
1009519,,
1201381,42125713700,4233
1200890,28143950102,3504
1010614,,
1009090,28121020301,3146
1010096,48209010913,7199
1009435,,
1010458,44007011600,6464
1009839,40017300202,4347
1008607,40081961500,5172
1010555,21107970700,4798
1009484,39035105900,2988
1009121,02090980000,9798
1010568,47037019600,3666
1010443,21101020800,4393
1010434,18051050401,3240
1009710,18173030501,3747
1009001,,
33125,31119961000,3013
1010021,21231920402,1572
1010596,25027743100,8000
1008175,06065041415,4530
1008269,22079013900,2289
1010357,,
1010632,39095010100,3985
1010341,05147490200,2395
1009148,13115000401,2595
1009124,06059099603,6433
1010790,47097050300,2657
1411444,48439111405,2725
1008564,06059074003,3760
1009010,,
1201492,42047951100,5553
1409704,08041004501,5938
1008250,01107050402,2783
1009760,55079110100,4114
1008327,53053060200,2247
1008228,27093560600,2973
1200489,17043840000,2835
1010004,42003423000,2916
1010047,13247060305,5597
1008206,19113000400,5351
1008187,01073010900,4719
1010323,42107002600,4003
1009568,01117030503,4186
1010314,01003011501,7216
1009403,39155930700,4122
22490,26081014300,3125
1008309,48201310500,3755
14671,42125741100,4824
1009590,04013113900,1527
1009922,37069060302,2647
1009092,51083930800,4343
1009637,37065020600,2417
1010038,51740213001,6440
1009959,06037434001,4715
1009723,18067000400,3718
1008419,42071013800,3850
1008310,48157671101,2565
1010500,01047956300,3616
1008568,39087051001,4542
1008553,47053966701,2560
1008800,47157980200,11
1009878,21041950100,2344
6085,04007000900,2502
1201083,35001003736,2589
1008933,51087201104,3561
1008613,13121010519,4472
1009107,39035127501,2743
1009467,42087960900,2372
1008331,13313000900,3762
1008767,48113010602,3135
1009698,17043840101,5680
1009447,42091207101,6133
1203077,18169102800,3463
1009609,18169102800,3463
8432,42091205806,2213
1009235,42003499400,2797
1009797,37119005721,3447
1009501,17043840000,2835
1010217,20173000400,2847
1008955,53063011204,2312
1010495,48201251300,7298
1010467,47147080104,7632
1204290,04013112512,566
1009919,37161960900,5056
1009926,18039000202,3731
1010116,18039002001,3172
1208360,26077006702,6426
1009505,,
1009255,42109070500,3650
1010207,42015950700,4426
1009044,47005963400,3843
1009545,42081000900,2301
1009784,29113810305,6752
1009309,25013812002,4438
1009415,17097864801,5561
1009818,28057950300,3949
1010480,51760021200,1420
1010539,51730811100,3274
1008765,12009065128,3533
1208490,26121003100,5046
1010598,29095017700,5365
1010636,48201254800,2705
1003112,39035197800,3094
1010203,39139001700,5017
1010534,47059090100,6555
1008259,42011013901,4297
1008402,21111001100,3216
1010446,36067011022,3081
12829,34011041102,3347
1009273,36091061907,4183
1008826,34013021601,7872
1008766,48135003100,3475
1009697,36055980200,17
1009005,33011001900,3402
1008444,17143000300,1792
1009345,44007013600,3068
1010192,29077002200,4595
1008882,45015020404,6963
1008180,19013000800,3613
1010422,39089752500,4151
1008656,39085206200,1500
1009101,13129970301,4563
1009607,17031802702,4710
1008893,53053072907,4393
32175,06085503121,4767
1009746,48113010002,4174
1008380,39005970400,3614
1009911,22101040500,4806
1009362,48251130415,4646
1207143,01051030401,3332
1009218,06029005103,2726
1009396,06029003900,3702
1008332,06029004402,4027
1008329,13121007805,3780
1008330,36029017200,2263
1008258,36001014401,3985
1008302,55079090100,4118
1009735,18169102600,3036
1009392,21227011001,4305
1010497,47147080103,6840
1008343,55117010602,4373
1008470,42101018400,2278
1009427,53001950500,5946
1008433,45053950301,3839
1008828,34041031602,2444
1009793,42125773100,2824
1008557,39153530105,2814
1009769,26125133102,1918
1204535,,
1009264,45079000300,2528
39228,08031003501,3238
1009858,48029131802,7232
1410553,06037542601,2810
1008425,21111001500,2988
1010749,,
1010112,,
1010511,,
1010079,39155931601,4338
1010246,47011011302,2539
1010213,39027964300,3701
7427,18097341000,1817
1008761,18023950200,5548
1009305,17113005800,4210
4544,06037206050,2312
1008479,,
1008452,22119032101,2732
1008888,27073180300,2830
1010144,27073180300,2830
1008322,36027060100,6189
1008838,17031838800,3102
1008940,53053060200,2247
1010008,23005002901,4537
1010010,23011022000,2715
1009792,06037543305,3251
1009687,06031000902,3198
1009716,48139061600,6928
1009988,48439103500,5838
1008770,18029080400,6103
1010009,50021964000,3514
1009320,12105014303,3823
1010121,24031706008,5301
1009880,55011960500,3195
1008372,17031839100,8234
1009745,39035183605,2867
1008316,09001011200,1703
1009318,26115831800,1525
1009990,55135100700,3375
1010481,39055311600,3972
1009084,48349970200,6468
1008912,48113009900,6273
1010007,33015107200,6262
1008816,10003015200,5783
1009752,10003016612,6450
1008335,37119005508,4140
1009211,53063011203,5547
1009973,12101032001,6527
1009140,12011050206,4261
1010635,23009965300,4944
1008549,13269950302,2597
3198,37071031102,2207
1008238,21111011301,2425
1010385,21227010200,3524
1008510,,
1009301,48201232600,2892
1009412,51710007001,2265
8629,09003980100,889
1010322,42107000300,5295
1008548,21161960300,4141
1008614,20057961801,4478
1010753,20057961801,4478
1008830,36029016700,2641
1009860,35006974402,2155
1009684,48221160213,3783
1009003,15003007507,6626
1008628,25021442104,5565
1010003,42029303502,2934
1008207,06071011601,6320
1008945,,
1009376,48453002447,3393
1009049,48245011101,4898
1008311,48039661300,2495
1010361,12127082503,5859
1009207,19033950201,2737
1009865,39103408201,4534
1200924,37037020702,4361
1009567,08013013210,5605
1009149,35025001100,4796
1008619,45019003300,3763
1009796,45019005400,2100
1010225,39113004300,1959
1010657,,
1010526,21227011300,4733
1008572,13039010201,2311
1010371,51069051102,7547
1009899,39035172202,4483
1010251,42003020100,4729
1008438,18033020500,5987
1009622,36029000110,2673
1010700,33005971403,4459
1010547,06073010015,4582
1010032,47037017300,3287
1009353,13115000300,2728
1010315,01015000800,1752
1008875,45031010902,3159
1008277,42129800700,1965
1010551,42129805800,3174
1008561,40037020604,3218
1010444,48201431404,2166
1009015,22033003601,3784
1009775,21121930200,3452
1009995,42079215400,2489
1009191,13313001200,7643
1010538,42111020102,5011
1008640,48233950700,1743
21804,37063001400,2746
1008609,36019103512,6748
1009485,09009167201,4183
1010476,55057100600,3270
1010505,06059032003,4756
1010216,09005267100,3646
1010330,06037503902,4663
1010119,55119960500,2926
1010579,,
1008219,42077001401,8022
29030,20077961600,1970
1010479,39061026500,3196
1008845,37051002100,4339
1009383,10005051502,3228
1009193,45035010200,4745
1009491,51033030300,3383
1009240,40101000400,1604
1008384,10003980100,0
1008554,01095030903,5980
361,45003020904,3137
1009057,20209043802,1305
26858,15001021013,4820
1009338,17183011200,5271
1008769,12071000600,3999
1010438,48201324000,5817
1008421,06071012001,6351
1009217,17199021100,2958
35885,,
1009996,42079215400,2489
1009076,47053966900,2180
1009064,47065003100,2073
1010796,,
1010337,,
1010250,22083970100,2813
1009350,18091041900,5305
1008435,01059973600,1744
1009603,39061020403,5994
1000761,21227010200,3524
1010701,34003026200,5581
1008389,17031804701,7045
1008200,21125970600,3002
1009882,28081950302,3586
33003,13067030324,3670
1010062,39161020600,1615
1009066,,
32751,48201343601,11
1010578,27053026726,4265
1201293,39035189105,4126
1009791,,
1009131,22033003506,6774
1008423,32510000400,3964
1009632,25015821500,3352
1009802,17103000600,3425
1009871,,
1009033,01081041200,4986
15136,34013004802,4113
1009442,55087013200,3807
1008819,55009020702,7600
1009300,27123031900,3169
1008954,36029005600,4682
9203,18097330204,6133
1009444,48139060802,8744
1009287,48139060900,7884
1009436,48251130210,5949
1010174,48139060802,8744
1010202,48139060900,7884
1008618,48251130415,4646
1008937,48251130210,5949
1202728,48139060802,8744
1009188,41051006900,2966
1010050,39035184104,1887
1008633,47163043302,5891
1009047,39035156101,1424
1010057,39133601400,4269
1009841,06073011300,4036
1008480,06103000702,3517
1009220,55075960100,3008
1008460,23031032002,3110
1010255,51143010500,5238
1010069,53061053801,3813
1008795,47165021105,6672
28543,42003459201,7344
1009927,39153530105,2814
1009035,26163587000,4008
1008839,27119020700,2120
1008930,31155968100,3329
1010759,31053964300,4960
1010404,31053963800,5298
1009702,31153010402,3669
1008807,31155968300,5230
1008377,46099000201,4300
1008498,31053963600,4738
1010027,31141965302,5493
1008808,31155968300,5230
1010028,31141965298,3335
1009363,31043010200,6870
1010285,31039972700,2551
1009458,31053963800,5298
1008994,31125966100,3380
1010399,31021963200,2222
1009154,31053964100,4939
1008473,31037964700,1529
1009671,27013170300,3040
1008902,31021963200,2222
1008694,31159960100,4470
1010278,31141965100,3651
1008481,26019000200,3160
1009952,39089752200,4743
1010136,42033331300,4325
1009667,01089002923,3578
1008792,29189221201,3875
1010296,55027961100,4389
1010061,06037407002,3566
1009681,18053000900,2686
1008323,55131420104,5177
19028,15003009608,5664
1201032,33013032200,2728
1009981,42111021200,2676
1008308,17119401500,2440
1408927,25027740102,6266
1010633,22087030400,1384
17071,48201332700,2473
32833,26151970900,4913
27401,36029008400,2385
1008756,39139001000,5630
1008936,09011702700,4707
1010165,42029302104,5573
1008580,50011010600,6988
1010804,,
1008339,12086006504,2120
1010548,18097360302,2706
1010613,55021970200,5921
1008551,55045960700,3828
1010608,39151701500,2761
1009210,36013036801,2241
1201034,33017081600,7667
1009905,55027960100,6240
1202164,39061007400,1954
1010218,55079018000,2726
1008244,13135050560,3846
9040,,
1010072,,
18083,42003491101,7681
1009192,45003021800,2433
1008184,05091020901,2551
1009086,05119004007,2454
1008748,06097151100,4855
1008193,38059020500,3624
1008906,26163985600,0
1009779,06085505202,7715
1008533,39061026300,1070
1010668,37065021300,4019
1010025,39161020600,1615
1010245,12113010709,5861
1010491,17031828602,4666
1009647,42081011702,3301
1010387,51093280200,3780
1010080,12086000505,5441
1010705,05069002103,5144
1009416,37147000800,3074
1010105,,
1201729,48479001724,3122
1009868,36001012800,3797
1009676,21111012701,4284
1009156,46051953100,5457
1008935,46051953100,5457
1009763,46051953100,5457
1009324,46051953300,2099
1009595,46051953100,5457
1010508,46051953300,2099
1009683,46051953100,5457
1010639,46051953100,5457
1009165,46051953300,2099
1010560,46051953300,2099
1009022,46091950800,4306
1010752,46109950400,1799
1008944,46051953300,2099
1010664,46051953300,2099
1010501,46109950400,1799
1009175,46051953100,5457
1009544,38057961800,2778
1008328,22109001303,2722
1202549,20209980000,0
1010219,12081000410,3147
1010681,26163505100,2888
1009097,39153533200,5847
1009016,12005001200,3081
1010475,12033003700,5644
1008224,29159480800,3349
1009304,55133203704,4766
1008773,54061010901,2884
1008843,24001001401,3890
1008239,48113018501,3985
1009067,37045950500,3707
1008776,26163530100,2336
1010177,01051030702,4073
1009083,42101000500,3614
1009582,37071033501,2495
1008867,17161020101,2545
1009452,37193960402,3639
1010277,37193960200,3455
1009593,37193960200,3455
1008834,37193961201,3567
1010550,37193960102,3437
1009529,37193960200,3455
1008477,37193960102,3437
1010281,37193961201,3567
1009825,37193960102,3437
1008476,37193960300,5978
1009764,37171931002,4938
1008943,37193960102,3437
1008521,37159051901,4861
1200936,37193960102,3437
1008623,37193960300,5978
1009521,37193961202,3251
1010185,37193960600,2575
1010499,37193960200,3455
1008880,37193960102,3437
1008499,37193961202,3251
1008475,37193960102,3437
1412690,42017102104,5993
16632,06073021900,2625
1009059,06073020313,3012
1009756,48133950202,4723
1206339,01105687100,3089
1201461,42095016400,5456
1010059,17031826500,5614
1008722,06061020908,7512
10240,48201343700,3860
1008418,47131965400,4204
1008474,04015952502,2533
1009425,06065040404,3313
1008271,45083021903,1967
1203646,48245010902,4853
1009828,22095070600,2123
1008457,42047950900,2179
1008946,26059050500,4361
1008660,18097342200,5454
12752,,
9815,37129011300,2014
1008903,08031001601,2995
1008376,26139022001,6106
1009437,26105950600,5143
1008632,12031000600,4886
1009399,51760050100,3118
1009753,05035030201,5355
1009910,22095070700,3424
1008337,55133202902,3420
1008655,17031820901,5582
1010460,06025011903,5400
1008975,32031002621,2037
1008464,13121011000,3085
1009402,17119400801,1784
1009951,20209980000,0
19912,19139050900,3085
